geo_name,date_year,date_month,vessel_type,total,ships_from_ukraine,ships_from_russia,ships_through_suez,ships_through_bosphorus,longitude,latitude,iso2,date
DAMIETTA (EG),2023,4,Cargo,192,23,25,33,68,31.75,31.483333,EG,2023-04-01
EL ISMAILIYA (EG),2023,4,Cargo,406,9,33,304,77,32.283333,30.583333,EG,2023-04-01
EL MAADIYA (EG),2023,4,Cargo,226,41,18,14,91,30.15,31.266667,EG,2023-04-01
EL-ADABIYA (EG),2023,4,Cargo,43,0,1,10,2,32.466667,29.866667,EG,2023-04-01
MERSA MATRUH (EG),2023,4,Cargo,1,1,0,0,1,27.233333,31.35,EG,2023-04-01
NUWEIBA EL MUZEIMA (EG),2023,4,Cargo,3,0,0,0,0,34.65,28.966667,EG,2023-04-01
RAS ABU ZANIMAH (EG),2023,4,Cargo,2,0,0,0,0,33.116667,29.033333,EG,2023-04-01
RAS GHARIB (EG),2023,4,Cargo,6,0,0,2,0,33.1,28.35,EG,2023-04-01
RAS SHUKHIER (EG),2023,4,Cargo,5,0,0,1,0,33.283333,28.133333,EG,2023-04-01
SHARM EL SHEIKH (EG),2023,4,Cargo,2,0,0,1,0,34.283333,27.85,EG,2023-04-01
SIDI KERIR (KURAYR) (EG),2023,4,Cargo,1,0,0,0,0,29.616667,31.1,EG,2023-04-01
WADI FEIRAN (EG),2023,4,Cargo,4,0,0,2,0,33.2,28.75,EG,2023-04-01
ZAFARANA TERMINAL (EG),2023,4,Cargo,6,0,1,3,1,32.683333,29.166667,EG,2023-04-01
ZEIT BAY LPG TERMINAL (EG),2023,4,Cargo,3,0,0,1,0,33.566667,27.8,EG,2023-04-01
AIN SUKHNA TERMINAL (EG),2023,4,Tanker,27,0,1,12,1,32.366667,29.583333,EG,2023-04-01
AL ISKANDARIYH (ALEXANDRIA) (EG),2023,4,Tanker,73,6,11,14,21,29.833333,31.166667,EG,2023-04-01
AS SUWAYS (EG),2023,4,Tanker,482,4,36,274,66,32.55,29.966667,EG,2023-04-01
BUR SAID (PORT SAID) (EG),2023,4,Tanker,381,8,54,269,87,32.3,31.266667,EG,2023-04-01
DAMIETTA (EG),2023,4,Tanker,23,3,2,5,6,31.75,31.483333,EG,2023-04-01
EAST ZEIT TERMINAL (EG),2023,4,Tanker,1,0,0,0,0,33.6,27.85,EG,2023-04-01
EL HAMRA OIL TERMINAL (EG),2023,4,Tanker,3,0,1,3,1,28.866667,30.983333,EG,2023-04-01
EL ISMAILIYA (EG),2023,4,Tanker,232,8,25,169,49,32.283333,30.583333,EG,2023-04-01
EL MAADIYA (EG),2023,4,Tanker,7,0,0,0,0,30.15,31.266667,EG,2023-04-01
EL-ADABIYA (EG),2023,4,Tanker,25,1,1,12,4,32.466667,29.866667,EG,2023-04-01
NUWEIBA EL MUZEIMA (EG),2023,4,Tanker,1,0,0,1,0,34.65,28.966667,EG,2023-04-01
RAS ABU ZANIMAH (EG),2023,4,Tanker,11,0,0,6,0,33.116667,29.033333,EG,2023-04-01
RAS GHARIB (EG),2023,4,Tanker,3,0,1,1,1,33.1,28.35,EG,2023-04-01
RAS SHUKHIER (EG),2023,4,Tanker,7,0,1,4,1,33.283333,28.133333,EG,2023-04-01
RAS SUDR (EG),2023,4,Tanker,1,0,0,0,0,32.7,29.583333,EG,2023-04-01
SIDI KERIR (KURAYR) (EG),2023,4,Tanker,2,0,0,0,0,29.616667,31.1,EG,2023-04-01
WADI FEIRAN (EG),2023,4,Tanker,9,0,0,3,0,33.2,28.75,EG,2023-04-01
ZAFARANA TERMINAL (EG),2023,4,Tanker,4,0,1,1,1,32.683333,29.166667,EG,2023-04-01
ZEIT BAY LPG TERMINAL (EG),2023,4,Tanker,4,0,1,2,1,33.566667,27.8,EG,2023-04-01
LAMU (KE),2023,4,Cargo,2,0,0,0,0,40.9,-2.266667,KE,2023-04-01
MOMBASA (KE),2023,4,Cargo,97,1,2,5,4,39.666667,-4.066667,KE,2023-04-01
MOMBASA (KE),2023,4,Tanker,24,0,0,1,0,39.666667,-4.066667,KE,2023-04-01
BEIRA (MZ),2023,4,Cargo,45,0,0,0,0,34.833333,-19.833333,MZ,2023-04-01
CHINDE (MZ),2023,4,Cargo,7,0,0,0,0,36.5,-18.566667,MZ,2023-04-01
IBO (MZ),2023,4,Cargo,1,0,0,0,0,40.616667,-12.333333,MZ,2023-04-01
MAPUTO (MZ),2023,4,Cargo,99,0,0,1,0,32.583333,-25.966667,MZ,2023-04-01
NACALA (MZ),2023,4,Cargo,34,0,3,4,3,40.666667,-14.533333,MZ,2023-04-01
PEBANE (MZ),2023,4,Cargo,4,0,0,0,0,38.15,-17.266667,MZ,2023-04-01
PEMBA (MZ),2023,4,Cargo,6,0,0,0,0,40.5,-12.966667,MZ,2023-04-01
PORTO BELO (MZ),2023,4,Cargo,3,0,0,0,0,37.183333,-17.7,MZ,2023-04-01
QUELIMANE (MZ),2023,4,Cargo,6,0,0,0,0,36.883333,-17.883333,MZ,2023-04-01
BEIRA (MZ),2023,4,Tanker,31,0,0,1,0,34.833333,-19.833333,MZ,2023-04-01
MAPUTO (MZ),2023,4,Tanker,13,0,0,0,0,32.583333,-25.966667,MZ,2023-04-01
NACALA (MZ),2023,4,Tanker,18,0,0,0,0,40.666667,-14.533333,MZ,2023-04-01
PEMBA (MZ),2023,4,Tanker,2,0,0,1,0,40.5,-12.966667,MZ,2023-04-01
ANAPA (RU),2023,4,Cargo,1,0,1,0,1,37.316667,44.883333,RU,2023-04-01
AZOV (RU),2023,4,Cargo,101,26,101,0,52,39.433333,47.1,RU,2023-04-01
GELENDZHIK (RU),2023,4,Cargo,5,0,5,2,5,38.066667,44.55,RU,2023-04-01
KAVKAZ OIL TERMINAL (RU),2023,4,Cargo,432,61,432,23,297,36.65,45.333333,RU,2023-04-01
NOVOROSSIYSK (RU),2023,4,Cargo,249,12,249,28,234,37.783333,44.716667,RU,2023-04-01
ROSTOV-NA-DONU (RU),2023,4,Cargo,83,14,83,0,46,39.716667,47.166667,RU,2023-04-01
TAGANROG (RU),2023,4,Cargo,145,33,145,0,84,38.95,47.2,RU,2023-04-01
TEMRYUK (RU),2023,4,Cargo,37,2,37,0,36,37.35,45.35,RU,2023-04-01
TUAPSE (RU),2023,4,Cargo,44,3,44,4,36,39.066667,44.1,RU,2023-04-01
YEYSK (RU),2023,4,Cargo,122,35,122,0,73,38.266667,46.733333,RU,2023-04-01
ANAPA (RU),2023,4,Tanker,1,0,1,0,1,37.316667,44.883333,RU,2023-04-01
AZOV (RU),2023,4,Tanker,17,6,17,0,6,39.433333,47.1,RU,2023-04-01
GELENDZHIK (RU),2023,4,Tanker,1,0,1,0,0,38.066667,44.55,RU,2023-04-01
KAVKAZ OIL TERMINAL (RU),2023,4,Tanker,169,21,169,15,88,36.65,45.333333,RU,2023-04-01
NOVOROSSIYSK (RU),2023,4,Tanker,148,4,148,35,122,37.783333,44.716667,RU,2023-04-01
ROSTOV-NA-DONU (RU),2023,4,Tanker,36,7,36,1,12,39.716667,47.166667,RU,2023-04-01
SOCHI (RU),2023,4,Tanker,1,1,1,0,0,39.733333,43.583333,RU,2023-04-01
TAGANROG (RU),2023,4,Tanker,31,9,31,0,10,38.95,47.2,RU,2023-04-01
TEMRYUK (RU),2023,4,Tanker,38,2,38,0,26,37.35,45.35,RU,2023-04-01
TUAPSE (RU),2023,4,Tanker,43,2,43,4,33,39.066667,44.1,RU,2023-04-01
YEYSK (RU),2023,4,Tanker,29,9,29,1,10,38.266667,46.733333,RU,2023-04-01
AL KHAIR OIL TERMINAL (SD),2023,4,Cargo,43,0,4,9,4,37.25,19.583333,SD,2023-04-01
BESHAYER OIL TERMINAL (SD),2023,4,Cargo,7,0,0,0,0,37.316667,19.4,SD,2023-04-01
SAWAKIN HARBOR (SD),2023,4,Cargo,2,0,0,0,0,37.35,19.133333,SD,2023-04-01
AL KHAIR OIL TERMINAL (SD),2023,4,Tanker,23,1,2,3,3,37.25,19.583333,SD,2023-04-01
BESHAYER OIL TERMINAL (SD),2023,4,Tanker,1,0,0,0,0,37.316667,19.4,SD,2023-04-01
Suez (EG),2023,4,Cargo,792,13,52,792,116,32.355877,30.44337,Suez Canal,2023-04-01
Suez (EG),2023,4,Tanker,440,7,50,440,81,32.355877,30.44337,Suez Canal,2023-04-01
CHAKE CHAKE (TZ),2023,4,Cargo,1,0,0,0,1,39.766667,-5.25,TZ,2023-04-01
MIKINDANI (TZ),2023,4,Cargo,6,0,0,0,0,40.133333,-10.266667,TZ,2023-04-01
MJIMWEMA TERMINAL (TZ),2023,4,Cargo,85,0,3,7,4,39.366667,-6.816667,TZ,2023-04-01
TANGA (TZ),2023,4,Cargo,1,0,0,0,0,39.116667,-5.083333,TZ,2023-04-01
ZANZIBAR (TZ),2023,4,Cargo,15,0,1,1,1,39.183333,-6.166667,TZ,2023-04-01
CHAKE CHAKE (TZ),2023,4,Tanker,2,0,0,0,0,39.766667,-5.25,TZ,2023-04-01
MIKINDANI (TZ),2023,4,Tanker,1,0,0,0,0,40.133333,-10.266667,TZ,2023-04-01
MJIMWEMA TERMINAL (TZ),2023,4,Tanker,19,0,0,1,0,39.366667,-6.816667,TZ,2023-04-01
TANGA (TZ),2023,4,Tanker,3,0,0,0,0,39.116667,-5.083333,TZ,2023-04-01
ZANZIBAR (TZ),2023,4,Tanker,11,0,0,0,0,39.183333,-6.166667,TZ,2023-04-01
BELGOROD-DNESTROVSKY (UA),2023,4,Cargo,1,1,0,0,0,30.366667,46.183333,UA,2023-04-01
FEODOSIYA (UA),2023,4,Cargo,1,1,1,0,0,35.433333,45.016667,UA,2023-04-01
ILLICHIVSK (UA),2023,4,Cargo,60,60,2,5,54,30.65,46.3,UA,2023-04-01
IZMAYIL (UA),2023,4,Cargo,335,335,19,1,238,28.85,45.333333,UA,2023-04-01
KERCH (UA),2023,4,Cargo,10,10,10,0,6,36.483333,45.35,UA,2023-04-01
KHERSON (UA),2023,4,Cargo,1,1,0,0,0,32.6,46.616667,UA,2023-04-01
MARIUPOL (UA),2023,4,Cargo,26,26,25,0,7,37.566667,47.083333,UA,2023-04-01
MYKOLAYIV (UA),2023,4,Cargo,11,11,0,0,0,31.983333,46.95,UA,2023-04-01
ODESA (UA),2023,4,Cargo,39,39,2,2,39,30.733333,46.483333,UA,2023-04-01
RENI (UA),2023,4,Cargo,245,245,14,1,143,28.3,45.433333,UA,2023-04-01
SEVASTOPOL (UA),2023,4,Cargo,1,1,0,0,0,33.533333,44.616667,UA,2023-04-01
UST-DUNAISK (UA),2023,4,Cargo,91,91,10,1,84,29.7,45.466667,UA,2023-04-01
YUZHNYY (UA),2023,4,Cargo,19,19,0,4,18,31.016667,46.6,UA,2023-04-01
FEODOSIYA (UA),2023,4,Tanker,1,1,1,0,1,35.433333,45.016667,UA,2023-04-01
ILLICHIVSK (UA),2023,4,Tanker,2,2,0,1,2,30.65,46.3,UA,2023-04-01
IZMAYIL (UA),2023,4,Tanker,61,61,5,1,42,28.85,45.333333,UA,2023-04-01
KERCH (UA),2023,4,Tanker,2,2,2,0,1,36.483333,45.35,UA,2023-04-01
KHORLY (UA),2023,4,Tanker,1,1,1,0,0,33.283333,46.083333,UA,2023-04-01
MARIUPOL (UA),2023,4,Tanker,10,10,10,0,4,37.566667,47.083333,UA,2023-04-01
MYKOLAYIV (UA),2023,4,Tanker,2,2,0,0,0,31.983333,46.95,UA,2023-04-01
ODESA (UA),2023,4,Tanker,2,2,0,0,2,30.733333,46.483333,UA,2023-04-01
RENI (UA),2023,4,Tanker,55,55,4,0,33,28.3,45.433333,UA,2023-04-01
SUDAK (UA),2023,4,Tanker,1,1,1,0,0,34.983333,44.85,UA,2023-04-01
UST-DUNAISK (UA),2023,4,Tanker,7,7,1,0,7,29.7,45.466667,UA,2023-04-01
YUZHNYY (UA),2023,4,Tanker,5,5,0,2,5,31.016667,46.6,UA,2023-04-01
Bosphorus (TR),2023,5,Cargo,1489,493,613,135,1489,29.07183305,41.11833286,Bosphorus Strait,2023-05-01
Bosphorus (TR),2023,5,Tanker,438,77,243,78,438,29.07183305,41.11833286,Bosphorus Strait,2023-05-01
DJIBOUTI (DJ),2023,5,Cargo,3,0,2,2,2,43.133333,11.6,DJ,2023-05-01
DORALEH (DJ),2023,5,Cargo,116,1,5,31,6,43.083333,11.6,DJ,2023-05-01
DORALEH (DJ),2023,5,Tanker,36,0,1,6,4,43.083333,11.6,DJ,2023-05-01
AIN SUKHNA TERMINAL (EG),2023,5,Cargo,7,1,1,2,2,32.366667,29.583333,EG,2023-05-01
AL ISKANDARIYH (ALEXANDRIA) (EG),2023,5,Cargo,314,75,45,17,145,29.833333,31.166667,EG,2023-05-01
AL QUSAYR (EG),2023,5,Cargo,4,0,0,1,0,34.283333,26.1,EG,2023-05-01
AS SUWAYS (EG),2023,5,Cargo,821,15,40,520,92,32.55,29.966667,EG,2023-05-01
BUR SAFAGA (EG),2023,5,Cargo,12,0,2,2,2,33.95,26.733333,EG,2023-05-01
BUR SAID (PORT SAID) (EG),2023,5,Cargo,783,26,60,529,139,32.3,31.266667,EG,2023-05-01
DAMIETTA (EG),2023,5,Cargo,250,42,28,34,100,31.75,31.483333,EG,2023-05-01
EL ISMAILIYA (EG),2023,5,Cargo,486,13,40,365,92,32.283333,30.583333,EG,2023-05-01
EL MAADIYA (EG),2023,5,Cargo,263,72,28,8,119,30.15,31.266667,EG,2023-05-01
EL-ADABIYA (EG),2023,5,Cargo,46,0,2,10,2,32.466667,29.866667,EG,2023-05-01
NUWEIBA EL MUZEIMA (EG),2023,5,Cargo,2,0,0,0,0,34.65,28.966667,EG,2023-05-01
RAS ABU ZANIMAH (EG),2023,5,Cargo,3,1,0,2,1,33.116667,29.033333,EG,2023-05-01
RAS GHARIB (EG),2023,5,Cargo,6,0,1,2,1,33.1,28.35,EG,2023-05-01
RAS SHUKHIER (EG),2023,5,Cargo,5,0,1,2,1,33.283333,28.133333,EG,2023-05-01
SHARM EL SHEIKH (EG),2023,5,Cargo,1,0,0,0,0,34.283333,27.85,EG,2023-05-01
SIDI KERIR (KURAYR) (EG),2023,5,Cargo,2,1,1,0,2,29.616667,31.1,EG,2023-05-01
WADI FEIRAN (EG),2023,5,Cargo,7,0,1,1,1,33.2,28.75,EG,2023-05-01
ZAFARANA TERMINAL (EG),2023,5,Cargo,10,1,2,3,3,32.683333,29.166667,EG,2023-05-01
ZEIT BAY LPG TERMINAL (EG),2023,5,Cargo,4,0,1,1,1,33.566667,27.8,EG,2023-05-01
AIN SUKHNA TERMINAL (EG),2023,5,Tanker,22,0,0,6,0,32.366667,29.583333,EG,2023-05-01
AL ISKANDARIYH (ALEXANDRIA) (EG),2023,5,Tanker,90,7,14,18,32,29.833333,31.166667,EG,2023-05-01
AS SUWAYS (EG),2023,5,Tanker,482,3,35,297,58,32.55,29.966667,EG,2023-05-01
BUR SAID (PORT SAID) (EG),2023,5,Tanker,412,6,46,278,72,32.3,31.266667,EG,2023-05-01
DAMIETTA (EG),2023,5,Tanker,26,2,3,3,4,31.75,31.483333,EG,2023-05-01
EL HAMRA OIL TERMINAL (EG),2023,5,Tanker,4,0,1,2,1,28.866667,30.983333,EG,2023-05-01
EL ISMAILIYA (EG),2023,5,Tanker,285,2,22,209,49,32.283333,30.583333,EG,2023-05-01
EL MAADIYA (EG),2023,5,Tanker,5,1,0,0,1,30.15,31.266667,EG,2023-05-01
EL-ADABIYA (EG),2023,5,Tanker,21,0,0,13,2,32.466667,29.866667,EG,2023-05-01
NUWEIBA EL MUZEIMA (EG),2023,5,Tanker,2,0,0,0,0,34.65,28.966667,EG,2023-05-01
RAS ABU ZANIMAH (EG),2023,5,Tanker,10,0,0,4,0,33.116667,29.033333,EG,2023-05-01
RAS GHARIB (EG),2023,5,Tanker,3,0,0,1,0,33.1,28.35,EG,2023-05-01
RAS SHUKHIER (EG),2023,5,Tanker,4,0,0,1,0,33.283333,28.133333,EG,2023-05-01
RAS SUDR (EG),2023,5,Tanker,1,0,0,0,0,32.7,29.583333,EG,2023-05-01
SHARM EL SHEIKH (EG),2023,5,Tanker,1,0,0,0,0,34.283333,27.85,EG,2023-05-01
SIDI KERIR (KURAYR) (EG),2023,5,Tanker,5,0,1,2,1,29.616667,31.1,EG,2023-05-01
WADI FEIRAN (EG),2023,5,Tanker,7,0,0,2,0,33.2,28.75,EG,2023-05-01
ZAFARANA TERMINAL (EG),2023,5,Tanker,5,0,0,1,0,32.683333,29.166667,EG,2023-05-01
ZEIT BAY LPG TERMINAL (EG),2023,5,Tanker,3,0,0,1,0,33.566667,27.8,EG,2023-05-01
LAMU (KE),2023,5,Cargo,3,0,0,0,0,40.9,-2.266667,KE,2023-05-01
MOMBASA (KE),2023,5,Cargo,107,1,3,10,5,39.666667,-4.066667,KE,2023-05-01
MOMBASA (KE),2023,5,Tanker,20,0,0,0,0,39.666667,-4.066667,KE,2023-05-01
BEIRA (MZ),2023,5,Cargo,42,0,0,0,0,34.833333,-19.833333,MZ,2023-05-01
CHINDE (MZ),2023,5,Cargo,9,0,0,0,0,36.5,-18.566667,MZ,2023-05-01
IBO (MZ),2023,5,Cargo,1,0,0,0,0,40.616667,-12.333333,MZ,2023-05-01
MAPUTO (MZ),2023,5,Cargo,96,0,1,3,1,32.583333,-25.966667,MZ,2023-05-01
NACALA (MZ),2023,5,Cargo,30,0,2,2,2,40.666667,-14.533333,MZ,2023-05-01
PEBANE (MZ),2023,5,Cargo,3,0,0,0,0,38.15,-17.266667,MZ,2023-05-01
PEMBA (MZ),2023,5,Cargo,6,0,0,0,0,40.5,-12.966667,MZ,2023-05-01
PORTO BELO (MZ),2023,5,Cargo,2,0,0,0,0,37.183333,-17.7,MZ,2023-05-01
QUELIMANE (MZ),2023,5,Cargo,5,0,0,0,0,36.883333,-17.883333,MZ,2023-05-01
BEIRA (MZ),2023,5,Tanker,25,0,0,0,0,34.833333,-19.833333,MZ,2023-05-01
MAPUTO (MZ),2023,5,Tanker,12,0,0,0,0,32.583333,-25.966667,MZ,2023-05-01
NACALA (MZ),2023,5,Tanker,12,0,0,0,0,40.666667,-14.533333,MZ,2023-05-01
PEMBA (MZ),2023,5,Tanker,3,0,0,0,0,40.5,-12.966667,MZ,2023-05-01
ANAPA (RU),2023,5,Cargo,1,0,1,0,0,37.316667,44.883333,RU,2023-05-01
AZOV (RU),2023,5,Cargo,101,17,101,0,53,39.433333,47.1,RU,2023-05-01
GELENDZHIK (RU),2023,5,Cargo,2,0,2,1,2,38.066667,44.55,RU,2023-05-01
KAVKAZ OIL TERMINAL (RU),2023,5,Cargo,414,46,414,20,296,36.65,45.333333,RU,2023-05-01
NOVOROSSIYSK (RU),2023,5,Cargo,246,17,246,27,227,37.783333,44.716667,RU,2023-05-01
ROSTOV-NA-DONU (RU),2023,5,Cargo,80,11,80,0,50,39.716667,47.166667,RU,2023-05-01
SOCHI (RU),2023,5,Cargo,1,0,1,0,1,39.733333,43.583333,RU,2023-05-01
TAGANROG (RU),2023,5,Cargo,106,21,106,0,56,38.95,47.2,RU,2023-05-01
TEMRYUK (RU),2023,5,Cargo,37,4,37,0,29,37.35,45.35,RU,2023-05-01
TUAPSE (RU),2023,5,Cargo,45,3,45,4,38,39.066667,44.1,RU,2023-05-01
YEYSK (RU),2023,5,Cargo,113,28,113,0,77,38.266667,46.733333,RU,2023-05-01
ANAPA (RU),2023,5,Tanker,3,0,3,0,2,37.316667,44.883333,RU,2023-05-01
AZOV (RU),2023,5,Tanker,26,10,26,0,9,39.433333,47.1,RU,2023-05-01
GELENDZHIK (RU),2023,5,Tanker,3,1,3,0,0,38.066667,44.55,RU,2023-05-01
KAVKAZ OIL TERMINAL (RU),2023,5,Tanker,176,24,176,10,81,36.65,45.333333,RU,2023-05-01
NOVOROSSIYSK (RU),2023,5,Tanker,141,5,141,23,112,37.783333,44.716667,RU,2023-05-01
ROSTOV-NA-DONU (RU),2023,5,Tanker,33,5,33,0,9,39.716667,47.166667,RU,2023-05-01
TAGANROG (RU),2023,5,Tanker,36,10,36,0,12,38.95,47.2,RU,2023-05-01
TEMRYUK (RU),2023,5,Tanker,33,3,33,0,19,37.35,45.35,RU,2023-05-01
TUAPSE (RU),2023,5,Tanker,58,5,58,5,40,39.066667,44.1,RU,2023-05-01
YEYSK (RU),2023,5,Tanker,39,15,39,1,21,38.266667,46.733333,RU,2023-05-01
AL KHAIR OIL TERMINAL (SD),2023,5,Cargo,35,0,2,5,2,37.25,19.583333,SD,2023-05-01
BESHAYER OIL TERMINAL (SD),2023,5,Cargo,5,0,0,0,0,37.316667,19.4,SD,2023-05-01
SAWAKIN HARBOR (SD),2023,5,Cargo,1,0,0,0,0,37.35,19.133333,SD,2023-05-01
AL KHAIR OIL TERMINAL (SD),2023,5,Tanker,10,0,0,2,0,37.25,19.583333,SD,2023-05-01
BESHAYER OIL TERMINAL (SD),2023,5,Tanker,1,0,0,0,0,37.316667,19.4,SD,2023-05-01
Suez (EG),2023,5,Cargo,924,21,54,924,130,32.355877,30.44337,Suez Canal,2023-05-01
Suez (EG),2023,5,Tanker,486,3,40,486,73,32.355877,30.44337,Suez Canal,2023-05-01
KILWA KIVINJE (TZ),2023,5,Cargo,1,0,0,0,0,39.416667,-8.733333,TZ,2023-05-01
MIKINDANI (TZ),2023,5,Cargo,8,0,0,0,0,40.133333,-10.266667,TZ,2023-05-01
MJIMWEMA TERMINAL (TZ),2023,5,Cargo,87,0,1,8,3,39.366667,-6.816667,TZ,2023-05-01
TANGA (TZ),2023,5,Cargo,3,0,0,0,0,39.116667,-5.083333,TZ,2023-05-01
ZANZIBAR (TZ),2023,5,Cargo,14,0,0,0,0,39.183333,-6.166667,TZ,2023-05-01
CHAKE CHAKE (TZ),2023,5,Tanker,1,0,0,0,0,39.766667,-5.25,TZ,2023-05-01
MJIMWEMA TERMINAL (TZ),2023,5,Tanker,18,0,0,3,0,39.366667,-6.816667,TZ,2023-05-01
TANGA (TZ),2023,5,Tanker,5,0,0,0,0,39.116667,-5.083333,TZ,2023-05-01
ZANZIBAR (TZ),2023,5,Tanker,11,0,0,1,0,39.183333,-6.166667,TZ,2023-05-01
BALAKLAVA (UA),2023,5,Cargo,1,1,1,0,1,33.6,44.5,UA,2023-05-01
BELGOROD-DNESTROVSKY (UA),2023,5,Cargo,2,2,0,0,2,30.366667,46.183333,UA,2023-05-01
BERDYANSK (UA),2023,5,Cargo,1,1,0,0,1,36.783333,46.75,UA,2023-05-01
CHORNOMORS KE (UA),2023,5,Cargo,6,6,0,0,6,32.7,45.516667,UA,2023-05-01
FEODOSIYA (UA),2023,5,Cargo,1,1,1,0,1,35.433333,45.016667,UA,2023-05-01
HENICHESK (UA),2023,5,Cargo,1,1,0,0,1,34.816667,46.166667,UA,2023-05-01
ILLICHIVSK (UA),2023,5,Cargo,56,56,1,10,50,30.65,46.3,UA,2023-05-01
IZMAYIL (UA),2023,5,Cargo,378,378,20,2,286,28.85,45.333333,UA,2023-05-01
KERCH (UA),2023,5,Cargo,14,14,14,0,14,36.483333,45.35,UA,2023-05-01
KHERSON (UA),2023,5,Cargo,3,3,0,0,2,32.6,46.616667,UA,2023-05-01
KHORLY (UA),2023,5,Cargo,1,1,0,0,1,33.283333,46.083333,UA,2023-05-01
MARIUPOL (UA),2023,5,Cargo,20,20,19,0,12,37.566667,47.083333,UA,2023-05-01
MYKOLAYIV (UA),2023,5,Cargo,13,13,0,0,0,31.983333,46.95,UA,2023-05-01
ODESA (UA),2023,5,Cargo,18,18,0,6,18,30.733333,46.483333,UA,2023-05-01
RENI (UA),2023,5,Cargo,280,280,13,2,178,28.3,45.433333,UA,2023-05-01
SEVASTOPOL (UA),2023,5,Cargo,38,38,6,0,34,33.533333,44.616667,UA,2023-05-01
UST-DUNAISK (UA),2023,5,Cargo,117,117,7,0,113,29.7,45.466667,UA,2023-05-01
YALTA (UA),2023,5,Cargo,1,1,0,0,0,34.166667,44.483333,UA,2023-05-01
YEVPATORIYA (UA),2023,5,Cargo,69,69,7,2,64,33.383333,45.2,UA,2023-05-01
YUZHNYY (UA),2023,5,Cargo,9,9,0,3,8,31.016667,46.6,UA,2023-05-01
BELGOROD-DNESTROVSKY (UA),2023,5,Tanker,1,1,0,0,1,30.366667,46.183333,UA,2023-05-01
CHORNOMORS KE (UA),2023,5,Tanker,3,3,2,2,3,32.7,45.516667,UA,2023-05-01
ILLICHIVSK (UA),2023,5,Tanker,3,3,0,0,1,30.65,46.3,UA,2023-05-01
IZMAYIL (UA),2023,5,Tanker,74,74,7,2,51,28.85,45.333333,UA,2023-05-01
KERCH (UA),2023,5,Tanker,3,3,3,0,1,36.483333,45.35,UA,2023-05-01
MARIUPOL (UA),2023,5,Tanker,11,11,11,0,2,37.566667,47.083333,UA,2023-05-01
MYKOLAYIV (UA),2023,5,Tanker,2,2,0,0,0,31.983333,46.95,UA,2023-05-01
ODESA (UA),2023,5,Tanker,1,1,0,0,1,30.733333,46.483333,UA,2023-05-01
RENI (UA),2023,5,Tanker,58,58,3,0,34,28.3,45.433333,UA,2023-05-01
SEVASTOPOL (UA),2023,5,Tanker,11,11,3,0,9,33.533333,44.616667,UA,2023-05-01
SUDAK (UA),2023,5,Tanker,1,1,1,0,1,34.983333,44.85,UA,2023-05-01
UST-DUNAISK (UA),2023,5,Tanker,12,12,2,0,11,29.7,45.466667,UA,2023-05-01
YEVPATORIYA (UA),2023,5,Tanker,18,18,7,1,15,33.383333,45.2,UA,2023-05-01
Bosphorus (TR),2023,6,Cargo,1376,470,541,140,1376,29.07183305,41.11833286,Bosphorus Strait,2023-06-01
Bosphorus (TR),2023,6,Tanker,446,84,240,71,446,29.07183305,41.11833286,Bosphorus Strait,2023-06-01
DJIBOUTI (DJ),2023,6,Cargo,3,0,0,0,0,43.133333,11.6,DJ,2023-06-01
DORALEH (DJ),2023,6,Cargo,106,0,6,24,12,43.083333,11.6,DJ,2023-06-01
DORALEH (DJ),2023,6,Tanker,33,1,2,5,5,43.083333,11.6,DJ,2023-06-01
AIN SUKHNA TERMINAL (EG),2023,6,Cargo,9,1,0,3,3,32.366667,29.583333,EG,2023-06-01
AL ISKANDARIYH (ALEXANDRIA) (EG),2023,6,Cargo,319,91,47,16,158,29.833333,31.166667,EG,2023-06-01
AL QUSAYR (EG),2023,6,Cargo,2,0,0,1,0,34.283333,26.1,EG,2023-06-01
AS SUWAYS (EG),2023,6,Cargo,739,10,38,472,97,32.55,29.966667,EG,2023-06-01
BUR SAFAGA (EG),2023,6,Cargo,10,0,2,3,2,33.95,26.733333,EG,2023-06-01
BUR SAID (PORT SAID) (EG),2023,6,Cargo,771,20,57,543,143,32.3,31.266667,EG,2023-06-01
DAMIETTA (EG),2023,6,Cargo,258,60,31,39,113,31.75,31.483333,EG,2023-06-01
EL ISMAILIYA (EG),2023,6,Cargo,428,8,38,332,84,32.283333,30.583333,EG,2023-06-01
EL MAADIYA (EG),2023,6,Cargo,251,78,18,12,122,30.15,31.266667,EG,2023-06-01
EL-ADABIYA (EG),2023,6,Cargo,42,2,0,9,3,32.466667,29.866667,EG,2023-06-01
NUWEIBA EL MUZEIMA (EG),2023,6,Cargo,2,0,0,0,0,34.65,28.966667,EG,2023-06-01
RAS ABU ZANIMAH (EG),2023,6,Cargo,2,0,0,1,0,33.116667,29.033333,EG,2023-06-01
RAS GHARIB (EG),2023,6,Cargo,5,0,0,1,1,33.1,28.35,EG,2023-06-01
RAS SHUKHIER (EG),2023,6,Cargo,4,0,0,0,0,33.283333,28.133333,EG,2023-06-01
SHARM EL SHEIKH (EG),2023,6,Cargo,1,0,0,0,0,34.283333,27.85,EG,2023-06-01
WADI FEIRAN (EG),2023,6,Cargo,5,0,0,0,0,33.2,28.75,EG,2023-06-01
